ï»¿Domain,Pattern,L1,L2,L3,Sub-Pattern
cgm.com,Chinese Premium LLL,C,G,M,ABC
cgn.com,Chinese Premium LLL,C,G,N,ABC
cgp.com,Chinese Premium LLL,C,G,P,ABC
cgq.com,Chinese Premium LLL,C,G,Q,ABC
cgr.com,Chinese Premium LLL,C,G,R,ABC
cgs.com,Chinese Premium LLL,C,G,S,ABC
cgt.com,Chinese Premium LLL,C,G,T,ABC
cgw.com,Chinese Premium LLL,C,G,W,ABC
cgx.com,Chinese Premium LLL,C,G,X,ABC
cgy.com,Chinese Premium LLL,C,G,Y,ABC
cgz.com,Chinese Premium LLL,C,G,Z,ABC
chb.com,Chinese Premium LLL,C,H,B,ABC
chc.com,Chinese Premium LLL,C,H,C,ABA (Premium Symmetrical)
chd.com,Chinese Premium LLL,C,H,D,ABC
chf.com,Chinese Premium LLL,C,H,F,ABC
chg.com,Chinese Premium LLL,C,H,G,ABC
chh.com,Chinese Premium LLL,C,H,H,ABB (Premium Double)
chj.com,Chinese Premium LLL,C,H,J,ABC
chk.com,Chinese Premium LLL,C,H,K,ABC
chl.com,Chinese Premium LLL,C,H,L,ABC
chm.com,Chinese Premium LLL,C,H,M,ABC
chn.com,Chinese Premium LLL,C,H,N,ABC
chp.com,Chinese Premium LLL,C,H,P,ABC
chq.com,Chinese Premium LLL,C,H,Q,ABC
chr.com,Chinese Premium LLL,C,H,R,ABC
chs.com,Chinese Premium LLL,C,H,S,ABC
cht.com,Chinese Premium LLL,C,H,T,ABC
chw.com,Chinese Premium LLL,C,H,W,ABC
chx.com,Chinese Premium LLL,C,H,X,ABC
chy.com,Chinese Premium LLL,C,H,Y,ABC
chz.com,Chinese Premium LLL,C,H,Z,ABC
cjb.com,Chinese Premium LLL,C,J,B,ABC
cjc.com,Chinese Premium LLL,C,J,C,ABA (Premium Symmetrical)
cjd.com,Chinese Premium LLL,C,J,D,ABC
cjf.com,Chinese Premium LLL,C,J,F,ABC
cjg.com,Chinese Premium LLL,C,J,G,ABC
cjh.com,Chinese Premium LLL,C,J,H,ABC
cjj.com,Chinese Premium LLL,C,J,J,ABB (Premium Double)
cjk.com,Chinese Premium LLL,C,J,K,ABC
cjl.com,Chinese Premium LLL,C,J,L,ABC
cjm.com,Chinese Premium LLL,C,J,M,ABC
cjn.com,Chinese Premium LLL,C,J,N,ABC
cjp.com,Chinese Premium LLL,C,J,P,ABC
cjq.com,Chinese Premium LLL,C,J,Q,ABC
cjr.com,Chinese Premium LLL,C,J,R,ABC
cjs.com,Chinese Premium LLL,C,J,S,ABC
cjt.com,Chinese Premium LLL,C,J,T,ABC
cjw.com,Chinese Premium LLL,C,J,W,ABC
cjx.com,Chinese Premium LLL,C,J,X,ABC
cjy.com,Chinese Premium LLL,C,J,Y,ABC
cjz.com,Chinese Premium LLL,C,J,Z,ABC
ckb.com,Chinese Premium LLL,C,K,B,ABC
ckc.com,Chinese Premium LLL,C,K,C,ABA (Premium Symmetrical)
ckd.com,Chinese Premium LLL,C,K,D,ABC
ckf.com,Chinese Premium LLL,C,K,F,ABC
ckg.com,Chinese Premium LLL,C,K,G,ABC
ckh.com,Chinese Premium LLL,C,K,H,ABC
ckj.com,Chinese Premium LLL,C,K,J,ABC
ckk.com,Chinese Premium LLL,C,K,K,ABB (Premium Double)
ckl.com,Chinese Premium LLL,C,K,L,ABC
ckm.com,Chinese Premium LLL,C,K,M,ABC
ckn.com,Chinese Premium LLL,C,K,N,ABC
ckp.com,Chinese Premium LLL,C,K,P,ABC
ckq.com,Chinese Premium LLL,C,K,Q,ABC
ckr.com,Chinese Premium LLL,C,K,R,ABC
cks.com,Chinese Premium LLL,C,K,S,ABC
ckt.com,Chinese Premium LLL,C,K,T,ABC
ckw.com,Chinese Premium LLL,C,K,W,ABC
ckx.com,Chinese Premium LLL,C,K,X,ABC
cky.com,Chinese Premium LLL,C,K,Y,ABC
ckz.com,Chinese Premium LLL,C,K,Z,ABC
clb.com,Chinese Premium LLL,C,L,B,ABC
clc.com,Chinese Premium LLL,C,L,C,ABA (Premium Symmetrical)
cld.com,Chinese Premium LLL,C,L,D,ABC
clf.com,Chinese Premium LLL,C,L,F,ABC
clg.com,Chinese Premium LLL,C,L,G,ABC
clh.com,Chinese Premium LLL,C,L,H,ABC
clj.com,Chinese Premium LLL,C,L,J,ABC
clk.com,Chinese Premium LLL,C,L,K,ABC
cll.com,Chinese Premium LLL,C,L,L,ABB (Premium Double)
clm.com,Chinese Premium LLL,C,L,M,ABC
cln.com,Chinese Premium LLL,C,L,N,ABC
clp.com,Chinese Premium LLL,C,L,P,ABC
clq.com,Chinese Premium LLL,C,L,Q,ABC
clr.com,Chinese Premium LLL,C,L,R,ABC
cls.com,Chinese Premium LLL,C,L,S,ABC
clt.com,Chinese Premium LLL,C,L,T,ABC
clw.com,Chinese Premium LLL,C,L,W,ABC
clx.com,Chinese Premium LLL,C,L,X,ABC
cly.com,Chinese Premium LLL,C,L,Y,ABC
clz.com,Chinese Premium LLL,C,L,Z,ABC
cmb.com,Chinese Premium LLL,C,M,B,ABC
cmc.com,Chinese Premium LLL,C,M,C,ABA (Premium Symmetrical)
cmd.com,Chinese Premium LLL,C,M,D,ABC
cmf.com,Chinese Premium LLL,C,M,F,ABC
cmg.com,Chinese Premium LLL,C,M,G,ABC
cmh.com,Chinese Premium LLL,C,M,H,ABC
cmj.com,Chinese Premium LLL,C,M,J,ABC
cmk.com,Chinese Premium LLL,C,M,K,ABC
cml.com,Chinese Premium LLL,C,M,L,ABC
cmm.com,Chinese Premium LLL,C,M,M,ABB (Premium Double)
cmn.com,Chinese Premium LLL,C,M,N,ABC
cmp.com,Chinese Premium LLL,C,M,P,ABC
cmq.com,Chinese Premium LLL,C,M,Q,ABC
cmr.com,Chinese Premium LLL,C,M,R,ABC
cms.com,Chinese Premium LLL,C,M,S,ABC
cmt.com,Chinese Premium LLL,C,M,T,ABC
cmw.com,Chinese Premium LLL,C,M,W,ABC
cmx.com,Chinese Premium LLL,C,M,X,ABC
cmy.com,Chinese Premium LLL,C,M,Y,ABC
cmz.com,Chinese Premium LLL,C,M,Z,ABC
cnb.com,Chinese Premium LLL,C,N,B,ABC
cnc.com,Chinese Premium LLL,C,N,C,ABA (Premium Symmetrical)
cnd.com,Chinese Premium LLL,C,N,D,ABC
cnf.com,Chinese Premium LLL,C,N,F,ABC
cng.com,Chinese Premium LLL,C,N,G,ABC
cnh.com,Chinese Premium LLL,C,N,H,ABC
cnj.com,Chinese Premium LLL,C,N,J,ABC
cnk.com,Chinese Premium LLL,C,N,K,ABC
cnl.com,Chinese Premium LLL,C,N,L,ABC
cnm.com,Chinese Premium LLL,C,N,M,ABC
cnn.com,Chinese Premium LLL,C,N,N,ABB (Premium Double)
cnp.com,Chinese Premium LLL,C,N,P,ABC
cnq.com,Chinese Premium LLL,C,N,Q,ABC
cnr.com,Chinese Premium LLL,C,N,R,ABC
cns.com,Chinese Premium LLL,C,N,S,ABC
cnt.com,Chinese Premium LLL,C,N,T,ABC
cnw.com,Chinese Premium LLL,C,N,W,ABC
cnx.com,Chinese Premium LLL,C,N,X,ABC
cny.com,Chinese Premium LLL,C,N,Y,ABC
cnz.com,Chinese Premium LLL,C,N,Z,ABC
cpb.com,Chinese Premium LLL,C,P,B,ABC
cpc.com,Chinese Premium LLL,C,P,C,ABA (Premium Symmetrical)
cpd.com,Chinese Premium LLL,C,P,D,ABC
cpf.com,Chinese Premium LLL,C,P,F,ABC
cpg.com,Chinese Premium LLL,C,P,G,ABC
cph.com,Chinese Premium LLL,C,P,H,ABC
cpj.com,Chinese Premium LLL,C,P,J,ABC
cpk.com,Chinese Premium LLL,C,P,K,ABC
cpl.com,Chinese Premium LLL,C,P,L,ABC
cpm.com,Chinese Premium LLL,C,P,M,ABC
cpn.com,Chinese Premium LLL,C,P,N,ABC
cpp.com,Chinese Premium LLL,C,P,P,ABB (Premium Double)
cpq.com,Chinese Premium LLL,C,P,Q,ABC
cpr.com,Chinese Premium LLL,C,P,R,ABC
cps.com,Chinese Premium LLL,C,P,S,ABC
cpt.com,Chinese Premium LLL,C,P,T,ABC
cpw.com,Chinese Premium LLL,C,P,W,ABC
cpx.com,Chinese Premium LLL,C,P,X,ABC
cpy.com,Chinese Premium LLL,C,P,Y,ABC
cpz.com,Chinese Premium LLL,C,P,Z,ABC
cqb.com,Chinese Premium LLL,C,Q,B,ABC
cqc.com,Chinese Premium LLL,C,Q,C,ABA (Premium Symmetrical)
cqd.com,Chinese Premium LLL,C,Q,D,ABC
cqf.com,Chinese Premium LLL,C,Q,F,ABC
cqg.com,Chinese Premium LLL,C,Q,G,ABC
cqh.com,Chinese Premium LLL,C,Q,H,ABC
cqj.com,Chinese Premium LLL,C,Q,J,ABC
cqk.com,Chinese Premium LLL,C,Q,K,ABC
cql.com,Chinese Premium LLL,C,Q,L,ABC
cqm.com,Chinese Premium LLL,C,Q,M,ABC
cqn.com,Chinese Premium LLL,C,Q,N,ABC
cqp.com,Chinese Premium LLL,C,Q,P,ABC
cqq.com,Chinese Premium LLL,C,Q,Q,ABB (Premium Double)
cqr.com,Chinese Premium LLL,C,Q,R,ABC
cqs.com,Chinese Premium LLL,C,Q,S,ABC
cqt.com,Chinese Premium LLL,C,Q,T,ABC
cqw.com,Chinese Premium LLL,C,Q,W,ABC
cqx.com,Chinese Premium LLL,C,Q,X,ABC
cqy.com,Chinese Premium LLL,C,Q,Y,ABC
cqz.com,Chinese Premium LLL,C,Q,Z,ABC
crb.com,Chinese Premium LLL,C,R,B,ABC
crc.com,Chinese Premium LLL,C,R,C,ABA (Premium Symmetrical)
crd.com,Chinese Premium LLL,C,R,D,ABC
crf.com,Chinese Premium LLL,C,R,F,ABC
crg.com,Chinese Premium LLL,C,R,G,ABC
crh.com,Chinese Premium LLL,C,R,H,ABC
crj.com,Chinese Premium LLL,C,R,J,ABC
crk.com,Chinese Premium LLL,C,R,K,ABC
crl.com,Chinese Premium LLL,C,R,L,ABC
crm.com,Chinese Premium LLL,C,R,M,ABC
crn.com,Chinese Premium LLL,C,R,N,ABC
crp.com,Chinese Premium LLL,C,R,P,ABC
crq.com,Chinese Premium LLL,C,R,Q,ABC
crr.com,Chinese Premium LLL,C,R,R,ABB (Premium Double)
crs.com,Chinese Premium LLL,C,R,S,ABC
crt.com,Chinese Premium LLL,C,R,T,ABC
crw.com,Chinese Premium LLL,C,R,W,ABC
crx.com,Chinese Premium LLL,C,R,X,ABC
cry.com,Chinese Premium LLL,C,R,Y,ABC
crz.com,Chinese Premium LLL,C,R,Z,ABC
csb.com,Chinese Premium LLL,C,S,B,ABC
csc.com,Chinese Premium LLL,C,S,C,ABA (Premium Symmetrical)
csd.com,Chinese Premium LLL,C,S,D,ABC
csf.com,Chinese Premium LLL,C,S,F,ABC
csg.com,Chinese Premium LLL,C,S,G,ABC
csh.com,Chinese Premium LLL,C,S,H,ABC
csj.com,Chinese Premium LLL,C,S,J,ABC
csk.com,Chinese Premium LLL,C,S,K,ABC
csl.com,Chinese Premium LLL,C,S,L,ABC
csm.com,Chinese Premium LLL,C,S,M,ABC
csn.com,Chinese Premium LLL,C,S,N,ABC
csp.com,Chinese Premium LLL,C,S,P,ABC
csq.com,Chinese Premium LLL,C,S,Q,ABC
csr.com,Chinese Premium LLL,C,S,R,ABC
css.com,Chinese Premium LLL,C,S,S,ABB (Premium Double)
cst.com,Chinese Premium LLL,C,S,T,ABC
csw.com,Chinese Premium LLL,C,S,W,ABC
csx.com,Chinese Premium LLL,C,S,X,ABC
csy.com,Chinese Premium LLL,C,S,Y,ABC
csz.com,Chinese Premium LLL,C,S,Z,ABC
ctb.com,Chinese Premium LLL,C,T,B,ABC
ctc.com,Chinese Premium LLL,C,T,C,ABA (Premium Symmetrical)
ctd.com,Chinese Premium LLL,C,T,D,ABC
ctf.com,Chinese Premium LLL,C,T,F,ABC
ctg.com,Chinese Premium LLL,C,T,G,ABC
cth.com,Chinese Premium LLL,C,T,H,ABC
ctj.com,Chinese Premium LLL,C,T,J,ABC
ctk.com,Chinese Premium LLL,C,T,K,ABC
ctl.com,Chinese Premium LLL,C,T,L,ABC
ctm.com,Chinese Premium LLL,C,T,M,ABC
ctn.com,Chinese Premium LLL,C,T,N,ABC
ctp.com,Chinese Premium LLL,C,T,P,ABC
ctq.com,Chinese Premium LLL,C,T,Q,ABC
ctr.com,Chinese Premium LLL,C,T,R,ABC
cts.com,Chinese Premium LLL,C,T,S,ABC
ctt.com,Chinese Premium LLL,C,T,T,ABB (Premium Double)
ctw.com,Chinese Premium LLL,C,T,W,ABC
ctx.com,Chinese Premium LLL,C,T,X,ABC
cty.com,Chinese Premium LLL,C,T,Y,ABC
ctz.com,Chinese Premium LLL,C,T,Z,ABC
cwb.com,Chinese Premium LLL,C,W,B,ABC
cwc.com,Chinese Premium LLL,C,W,C,ABA (Premium Symmetrical)
cwd.com,Chinese Premium LLL,C,W,D,ABC
cwf.com,Chinese Premium LLL,C,W,F,ABC
cwg.com,Chinese Premium LLL,C,W,G,ABC
cwh.com,Chinese Premium LLL,C,W,H,ABC
cwj.com,Chinese Premium LLL,C,W,J,ABC
cwk.com,Chinese Premium LLL,C,W,K,ABC
cwl.com,Chinese Premium LLL,C,W,L,ABC
cwm.com,Chinese Premium LLL,C,W,M,ABC
cwn.com,Chinese Premium LLL,C,W,N,ABC
cwp.com,Chinese Premium LLL,C,W,P,ABC
cwq.com,Chinese Premium LLL,C,W,Q,ABC
cwr.com,Chinese Premium LLL,C,W,R,ABC
cws.com,Chinese Premium LLL,C,W,S,ABC
cwt.com,Chinese Premium LLL,C,W,T,ABC
cww.com,Chinese Premium LLL,C,W,W,ABB (Premium Double)
cwx.com,Chinese Premium LLL,C,W,X,ABC
cwy.com,Chinese Premium LLL,C,W,Y,ABC
cwz.com,Chinese Premium LLL,C,W,Z,ABC
cxb.com,Chinese Premium LLL,C,X,B,ABC
cxc.com,Chinese Premium LLL,C,X,C,ABA (Premium Symmetrical)
cxd.com,Chinese Premium LLL,C,X,D,ABC
cxf.com,Chinese Premium LLL,C,X,F,ABC
cxg.com,Chinese Premium LLL,C,X,G,ABC
cxh.com,Chinese Premium LLL,C,X,H,ABC
cxj.com,Chinese Premium LLL,C,X,J,ABC
cxk.com,Chinese Premium LLL,C,X,K,ABC
cxl.com,Chinese Premium LLL,C,X,L,ABC
cxm.com,Chinese Premium LLL,C,X,M,ABC
cxn.com,Chinese Premium LLL,C,X,N,ABC
cxp.com,Chinese Premium LLL,C,X,P,ABC
cxq.com,Chinese Premium LLL,C,X,Q,ABC
cxr.com,Chinese Premium LLL,C,X,R,ABC
cxs.com,Chinese Premium LLL,C,X,S,ABC
cxt.com,Chinese Premium LLL,C,X,T,ABC
cxw.com,Chinese Premium LLL,C,X,W,ABC
cxx.com,Chinese Premium LLL,C,X,X,ABB (Premium Double)
cxy.com,Chinese Premium LLL,C,X,Y,ABC
cxz.com,Chinese Premium LLL,C,X,Z,ABC
cyb.com,Chinese Premium LLL,C,Y,B,ABC
cyc.com,Chinese Premium LLL,C,Y,C,ABA (Premium Symmetrical)
cyd.com,Chinese Premium LLL,C,Y,D,ABC
cyf.com,Chinese Premium LLL,C,Y,F,ABC
cyg.com,Chinese Premium LLL,C,Y,G,ABC
cyh.com,Chinese Premium LLL,C,Y,H,ABC
cyj.com,Chinese Premium LLL,C,Y,J,ABC
cyk.com,Chinese Premium LLL,C,Y,K,ABC
cyl.com,Chinese Premium LLL,C,Y,L,ABC
cym.com,Chinese Premium LLL,C,Y,M,ABC
cyn.com,Chinese Premium LLL,C,Y,N,ABC
cyp.com,Chinese Premium LLL,C,Y,P,ABC
cyq.com,Chinese Premium LLL,C,Y,Q,ABC
cyr.com,Chinese Premium LLL,C,Y,R,ABC
cys.com,Chinese Premium LLL,C,Y,S,ABC
cyt.com,Chinese Premium LLL,C,Y,T,ABC
cyw.com,Chinese Premium LLL,C,Y,W,ABC
cyx.com,Chinese Premium LLL,C,Y,X,ABC
cyy.com,Chinese Premium LLL,C,Y,Y,ABB (Premium Double)
cyz.com,Chinese Premium LLL,C,Y,Z,ABC
czb.com,Chinese Premium LLL,C,Z,B,ABC
czc.com,Chinese Premium LLL,C,Z,C,ABA (Premium Symmetrical)
czd.com,Chinese Premium LLL,C,Z,D,ABC
czf.com,Chinese Premium LLL,C,Z,F,ABC
czg.com,Chinese Premium LLL,C,Z,G,ABC
czh.com,Chinese Premium LLL,C,Z,H,ABC
czj.com,Chinese Premium LLL,C,Z,J,ABC
czk.com,Chinese Premium LLL,C,Z,K,ABC
czl.com,Chinese Premium LLL,C,Z,L,ABC
czm.com,Chinese Premium LLL,C,Z,M,ABC
czn.com,Chinese Premium LLL,C,Z,N,ABC
czp.com,Chinese Premium LLL,C,Z,P,ABC
czq.com,Chinese Premium LLL,C,Z,Q,ABC
czr.com,Chinese Premium LLL,C,Z,R,ABC
czs.com,Chinese Premium LLL,C,Z,S,ABC
czt.com,Chinese Premium LLL,C,Z,T,ABC
czw.com,Chinese Premium LLL,C,Z,W,ABC
czx.com,Chinese Premium LLL,C,Z,X,ABC
czy.com,Chinese Premium LLL,C,Z,Y,ABC
czz.com,Chinese Premium LLL,C,Z,Z,ABB (Premium Double)
dbb.com,Chinese Premium LLL,D,B,B,ABB (Premium Double)
dbc.com,Chinese Premium LLL,D,B,C,ABC
dbd.com,Chinese Premium LLL,D,B,D,ABA (Premium Symmetrical)
dbf.com,Chinese Premium LLL,D,B,F,ABC
dbg.com,Chinese Premium LLL,D,B,G,ABC
dbh.com,Chinese Premium LLL,D,B,H,ABC
dbj.com,Chinese Premium LLL,D,B,J,ABC
dbk.com,Chinese Premium LLL,D,B,K,ABC
dbl.com,Chinese Premium LLL,D,B,L,ABC
dbm.com,Chinese Premium LLL,D,B,M,ABC
dbn.com,Chinese Premium LLL,D,B,N,ABC
dbp.com,Chinese Premium LLL,D,B,P,ABC
dbq.com,Chinese Premium LLL,D,B,Q,ABC
dbr.com,Chinese Premium LLL,D,B,R,ABC
dbs.com,Chinese Premium LLL,D,B,S,ABC
dbt.com,Chinese Premium LLL,D,B,T,ABC
dbw.com,Chinese Premium LLL,D,B,W,ABC
dbx.com,Chinese Premium LLL,D,B,X,ABC
dby.com,Chinese Premium LLL,D,B,Y,ABC
dbz.com,Chinese Premium LLL,D,B,Z,ABC
dcb.com,Chinese Premium LLL,D,C,B,ABC
dcc.com,Chinese Premium LLL,D,C,C,ABB (Premium Double)
dcd.com,Chinese Premium LLL,D,C,D,ABA (Premium Symmetrical)
dcf.com,Chinese Premium LLL,D,C,F,ABC
dcg.com,Chinese Premium LLL,D,C,G,ABC
dch.com,Chinese Premium LLL,D,C,H,ABC
dcj.com,Chinese Premium LLL,D,C,J,ABC
dck.com,Chinese Premium LLL,D,C,K,ABC
dcl.com,Chinese Premium LLL,D,C,L,ABC
dcm.com,Chinese Premium LLL,D,C,M,ABC
dcn.com,Chinese Premium LLL,D,C,N,ABC
dcp.com,Chinese Premium LLL,D,C,P,ABC
dcq.com,Chinese Premium LLL,D,C,Q,ABC
dcr.com,Chinese Premium LLL,D,C,R,ABC
dcs.com,Chinese Premium LLL,D,C,S,ABC
dct.com,Chinese Premium LLL,D,C,T,ABC
dcw.com,Chinese Premium LLL,D,C,W,ABC
dcx.com,Chinese Premium LLL,D,C,X,ABC
dcy.com,Chinese Premium LLL,D,C,Y,ABC
dcz.com,Chinese Premium LLL,D,C,Z,ABC
ddb.com,Chinese Premium LLL,D,D,B,AAB (Premium Double)
ddc.com,Chinese Premium LLL,D,D,C,AAB (Premium Double)
ddd.com,Chinese Premium LLL,D,D,D,AAA (Legendary Solid)
ddf.com,Chinese Premium LLL,D,D,F,AAB (Premium Double)
ddg.com,Chinese Premium LLL,D,D,G,AAB (Premium Double)
ddh.com,Chinese Premium LLL,D,D,H,AAB (Premium Double)
ddj.com,Chinese Premium LLL,D,D,J,AAB (Premium Double)
ddk.com,Chinese Premium LLL,D,D,K,AAB (Premium Double)
ddl.com,Chinese Premium LLL,D,D,L,AAB (Premium Double)
ddm.com,Chinese Premium LLL,D,D,M,AAB (Premium Double)
ddn.com,Chinese Premium LLL,D,D,N,AAB (Premium Double)
ddp.com,Chinese Premium LLL,D,D,P,AAB (Premium Double)
ddq.com,Chinese Premium LLL,D,D,Q,AAB (Premium Double)
ddr.com,Chinese Premium LLL,D,D,R,AAB (Premium Double)
dds.com,Chinese Premium LLL,D,D,S,AAB (Premium Double)
ddt.com,Chinese Premium LLL,D,D,T,AAB (Premium Double)
ddw.com,Chinese Premium LLL,D,D,W,AAB (Premium Double)
ddx.com,Chinese Premium LLL,D,D,X,AAB (Premium Double)
ddy.com,Chinese Premium LLL,D,D,Y,AAB (Premium Double)
ddz.com,Chinese Premium LLL,D,D,Z,AAB (Premium Double)
dfb.com,Chinese Premium LLL,D,F,B,ABC
dfc.com,Chinese Premium LLL,D,F,C,ABC
dfd.com,Chinese Premium LLL,D,F,D,ABA (Premium Symmetrical)
dff.com,Chinese Premium LLL,D,F,F,ABB (Premium Double)
dfg.com,Chinese Premium LLL,D,F,G,ABC
dfh.com,Chinese Premium LLL,D,F,H,ABC
dfj.com,Chinese Premium LLL,D,F,J,ABC
dfk.com,Chinese Premium LLL,D,F,K,ABC
dfl.com,Chinese Premium LLL,D,F,L,ABC
dfm.com,Chinese Premium LLL,D,F,M,ABC
dfn.com,Chinese Premium LLL,D,F,N,ABC
dfp.com,Chinese Premium LLL,D,F,P,ABC
dfq.com,Chinese Premium LLL,D,F,Q,ABC
dfr.com,Chinese Premium LLL,D,F,R,ABC
dfs.com,Chinese Premium LLL,D,F,S,ABC
dft.com,Chinese Premium LLL,D,F,T,ABC
dfw.com,Chinese Premium LLL,D,F,W,ABC
dfx.com,Chinese Premium LLL,D,F,X,ABC
dfy.com,Chinese Premium LLL,D,F,Y,ABC
dfz.com,Chinese Premium LLL,D,F,Z,ABC
dgb.com,Chinese Premium LLL,D,G,B,ABC
dgc.com,Chinese Premium LLL,D,G,C,ABC
dgd.com,Chinese Premium LLL,D,G,D,ABA (Premium Symmetrical)
dgf.com,Chinese Premium LLL,D,G,F,ABC
dgg.com,Chinese Premium LLL,D,G,G,ABB (Premium Double)
dgh.com,Chinese Premium LLL,D,G,H,ABC
dgj.com,Chinese Premium LLL,D,G,J,ABC
dgk.com,Chinese Premium LLL,D,G,K,ABC
dgl.com,Chinese Premium LLL,D,G,L,ABC
dgm.com,Chinese Premium LLL,D,G,M,ABC
dgn.com,Chinese Premium LLL,D,G,N,ABC
dgp.com,Chinese Premium LLL,D,G,P,ABC
dgq.com,Chinese Premium LLL,D,G,Q,ABC
dgr.com,Chinese Premium LLL,D,G,R,ABC
dgs.com,Chinese Premium LLL,D,G,S,ABC
dgt.com,Chinese Premium LLL,D,G,T,ABC
dgw.com,Chinese Premium LLL,D,G,W,ABC
dgx.com,Chinese Premium LLL,D,G,X,ABC
dgy.com,Chinese Premium LLL,D,G,Y,ABC
dgz.com,Chinese Premium LLL,D,G,Z,ABC
dhb.com,Chinese Premium LLL,D,H,B,ABC
dhc.com,Chinese Premium LLL,D,H,C,ABC
dhd.com,Chinese Premium LLL,D,H,D,ABA (Premium Symmetrical)
dhf.com,Chinese Premium LLL,D,H,F,ABC
dhg.com,Chinese Premium LLL,D,H,G,ABC
dhh.com,Chinese Premium LLL,D,H,H,ABB (Premium Double)
dhj.com,Chinese Premium LLL,D,H,J,ABC
dhk.com,Chinese Premium LLL,D,H,K,ABC
dhl.com,Chinese Premium LLL,D,H,L,ABC
dhm.com,Chinese Premium LLL,D,H,M,ABC
dhn.com,Chinese Premium LLL,D,H,N,ABC
dhp.com,Chinese Premium LLL,D,H,P,ABC
dhq.com,Chinese Premium LLL,D,H,Q,ABC
dhr.com,Chinese Premium LLL,D,H,R,ABC
dhs.com,Chinese Premium LLL,D,H,S,ABC
dht.com,Chinese Premium LLL,D,H,T,ABC
dhw.com,Chinese Premium LLL,D,H,W,ABC
dhx.com,Chinese Premium LLL,D,H,X,ABC
dhy.com,Chinese Premium LLL,D,H,Y,ABC
dhz.com,Chinese Premium LLL,D,H,Z,ABC
djb.com,Chinese Premium LLL,D,J,B,ABC
djc.com,Chinese Premium LLL,D,J,C,ABC
djd.com,Chinese Premium LLL,D,J,D,ABA (Premium Symmetrical)
djf.com,Chinese Premium LLL,D,J,F,ABC
djg.com,Chinese Premium LLL,D,J,G,ABC
djh.com,Chinese Premium LLL,D,J,H,ABC
djj.com,Chinese Premium LLL,D,J,J,ABB (Premium Double)
djk.com,Chinese Premium LLL,D,J,K,ABC
djl.com,Chinese Premium LLL,D,J,L,ABC
djm.com,Chinese Premium LLL,D,J,M,ABC
djn.com,Chinese Premium LLL,D,J,N,ABC
djp.com,Chinese Premium LLL,D,J,P,ABC
djq.com,Chinese Premium LLL,D,J,Q,ABC
djr.com,Chinese Premium LLL,D,J,R,ABC
djs.com,Chinese Premium LLL,D,J,S,ABC
djt.com,Chinese Premium LLL,D,J,T,ABC
djw.com,Chinese Premium LLL,D,J,W,ABC
djx.com,Chinese Premium LLL,D,J,X,ABC
djy.com,Chinese Premium LLL,D,J,Y,ABC
djz.com,Chinese Premium LLL,D,J,Z,ABC
dkb.com,Chinese Premium LLL,D,K,B,ABC
dkc.com,Chinese Premium LLL,D,K,C,ABC
dkd.com,Chinese Premium LLL,D,K,D,ABA (Premium Symmetrical)
dkf.com,Chinese Premium LLL,D,K,F,ABC
dkg.com,Chinese Premium LLL,D,K,G,ABC
dkh.com,Chinese Premium LLL,D,K,H,ABC
dkj.com,Chinese Premium LLL,D,K,J,ABC
dkk.com,Chinese Premium LLL,D,K,K,ABB (Premium Double)
dkl.com,Chinese Premium LLL,D,K,L,ABC
dkm.com,Chinese Premium LLL,D,K,M,ABC
dkn.com,Chinese Premium LLL,D,K,N,ABC
dkp.com,Chinese Premium LLL,D,K,P,ABC
dkq.com,Chinese Premium LLL,D,K,Q,ABC
dkr.com,Chinese Premium LLL,D,K,R,ABC
dks.com,Chinese Premium LLL,D,K,S,ABC
dkt.com,Chinese Premium LLL,D,K,T,ABC
dkw.com,Chinese Premium LLL,D,K,W,ABC
dkx.com,Chinese Premium LLL,D,K,X,ABC
dky.com,Chinese Premium LLL,D,K,Y,ABC
dkz.com,Chinese Premium LLL,D,K,Z,ABC
dlb.com,Chinese Premium LLL,D,L,B,ABC
dlc.com,Chinese Premium LLL,D,L,C,ABC
dld.com,Chinese Premium LLL,D,L,D,ABA (Premium Symmetrical)
dlf.com,Chinese Premium LLL,D,L,F,ABC
dlg.com,Chinese Premium LLL,D,L,G,ABC
dlh.com,Chinese Premium LLL,D,L,H,ABC
dlj.com,Chinese Premium LLL,D,L,J,ABC
dlk.com,Chinese Premium LLL,D,L,K,ABC
dll.com,Chinese Premium LLL,D,L,L,ABB (Premium Double)
dlm.com,Chinese Premium LLL,D,L,M,ABC
dln.com,Chinese Premium LLL,D,L,N,ABC
dlp.com,Chinese Premium LLL,D,L,P,ABC
dlq.com,Chinese Premium LLL,D,L,Q,ABC
dlr.com,Chinese Premium LLL,D,L,R,ABC
dls.com,Chinese Premium LLL,D,L,S,ABC
dlt.com,Chinese Premium LLL,D,L,T,ABC
dlw.com,Chinese Premium LLL,D,L,W,ABC
dlx.com,Chinese Premium LLL,D,L,X,ABC
dly.com,Chinese Premium LLL,D,L,Y,ABC
dlz.com,Chinese Premium LLL,D,L,Z,ABC
dmb.com,Chinese Premium LLL,D,M,B,ABC
dmc.com,Chinese Premium LLL,D,M,C,ABC
dmd.com,Chinese Premium LLL,D,M,D,ABA (Premium Symmetrical)
dmf.com,Chinese Premium LLL,D,M,F,ABC
dmg.com,Chinese Premium LLL,D,M,G,ABC
dmh.com,Chinese Premium LLL,D,M,H,ABC
